Latitude,Longitude,Land_Price_lakhs_per_acre
20.5,75.75,0.9381275825538744
20.603434343434344,75.75,0.8908151064916064
20.706868686868688,75.75,0.3813160369445767
20.81030303030303,75.75,0.9648192847556566
20.913737373737373,75.75,0.7077408622287463
21.017171717171717,75.75,0.21186202744394522
21.12060606060606,75.75,0.8966004084868755
21.224040404040405,75.75,0.36484291571096583
21.327474747474746,75.75,0.5158358204356067
21.43090909090909,75.75,0.42790459191559005
21.534343434343434,75.75,0.7838985124294248
21.637777777777778,75.75,0.8069760026281292
21.741212121212122,75.75,0.8716543839902998
21.844646464646466,75.75,0.04179886278730682
21.948080808080807,75.75,0.0037728498661381282
22.05151515151515,75.75,0.504499284052549
22.154949494949495,75.75,0.7932790010034699
22.25838383838384,75.75,0.8111008066440628
22.361818181818183,75.75,0.8835724144074631
22.465252525252524,75.75,0.038362490262051074
22.568686868686868,75.75,0.6357577109673651
22.672121212121212,75.75,0.5462478558705967
22.775555555555556,75.75,0.17800958555558855
22.8789898989899,75.75,0.08528872314883829
22.98242424242424,75.75,0.4500964051262806
23.085858585858585,75.75,0.4843708840445624
23.18929292929293,75.75,0.6820154967169848
23.292727272727273,75.75,0.9583051424336229
23.396161616161617,75.75,0.7543050841875943
23.499595959595958,75.75,0.6667989250865788
23.6030303030303,75.75,0.7071217170313799
23.706464646464646,75.75,0.8148494255596376
23.80989898989899,75.75,0.0901482960265686
23.913333333333334,75.75,0.7925898178413101
24.016767676767678,75.75,0.9423929379569692
24.12020202020202,75.75,0.4767844427162474
24.223636363636363,75.75,0.0856977496741117
24.327070707070707,75.75,0.11535729720670118
24.43050505050505,75.75,0.6001537064286504
24.53393939393939,75.75,0.08606040116230729
24.637373737373736,75.75,0.92116713231758
24.74080808080808,75.75,0.7806699793214081
24.844242424242424,75.75,0.3760916717107883
24.947676767676768,75.75,0.0255094966712498
25.051111111111112,75.75,0.1493414526561765
25.154545454545456,75.75,0.06949348666829125
25.257979797979797,75.75,0.6343219684045474
25.36141414141414,75.75,0.7211147311570131
25.464848484848485,75.75,0.603010994043685
25.568282828282825,75.75,0.9765432520361214
25.67171717171717,75.75,0.07611549367583714
25.775151515151514,75.75,0.8688997974410793
25.878585858585858,75.75,0.7702779191518544
25.982020202020202,75.75,0.5417323425380702
26.085454545454546,75.75,0.4973667140861594
26.18888888888889,75.75,0.8601382638960102
26.29232323232323,75.75,0.7680509287454136
26.395757575757575,75.75,0.9996516319280914
26.49919191919192,75.75,0.8227814936271085
26.602626262626263,75.75,0.832159518424776
26.706060606060603,75.75,0.972006540986006
26.809494949494947,75.75,0.17129361144200583
26.91292929292929,75.75,0.8036488578945603
27.016363636363636,75.75,0.009312650476093087
27.11979797979798,75.75,0.6956929154869705
27.223232323232324,75.75,0.16443560079321662
27.326666666666664,75.75,0.31860859597122504
27.43010101010101,75.75,0.8034658862811767
27.533535353535353,75.75,0.7862669343220116
27.636969696969697,75.75,0.04606151710387818
27.740404040404037,75.75,0.22490392326066022
27.84383838383838,75.75,0.08318551543754993
27.947272727272725,75.75,0.5140768865209632
28.05070707070707,75.75,0.5922928076247003
28.154141414141414,75.75,0.2167398546528062
